,incident_key,distance,distance_score,horizon_score,radius_boost_score,event,event_score,frc,frc_score,delay,delay_score,ranking_score
8224,TTR37810624348018002,2.808477144110441,0.9766,1.0,1.0,ROADWORKS,0.6,FRC2,0.8,21,0.1,0.7461014922000001
3105,TTR37822165812033001,2.814686658288237,0.97654,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.74609149218
5961,TTR37816394892017002,3.4114300837986136,0.97157,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.74526315719
4433,TTL37781770052029000,3.4332330489794334,0.97139,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,127,0.1,0.74523315713
7288,TTL37770228128021000,3.4584767325435766,0.97118,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,181,0.1,0.74519815706
5156,TTL37816394760021000,3.6069385791278363,0.96994,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,233,0.1,0.7449914899800001
2999,TTL37833707716005000,3.7974916153528953,0.96835,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,153,0.1,0.7447264894500001
682,TTR37833707604065001,4.632109605355677,0.9614,1.0,0.5,ROADWORKS,0.6,FRC1,0.9,747,0.5,0.7435681538000001
1234,TTL37842363824019001,4.840906164966537,0.95966,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,578,0.4,0.7432781532200001
5846,TTL37761571984053001,4.888679836108249,0.95926,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC5,0.5,836,0.6,0.7432114864199999
3259,TTL37842363920020000,5.187183781715085,0.95677,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC4,0.6,662,0.5,0.74279648559
489,TTL37825051612021000,5.543812159271652,0.9538,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC5,0.5,795,0.6,0.7423014846
5110,TTL37761571936009009,5.710259060343156,0.95241,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,400,0.2,0.74206981747
1403,TTL37758686696025004,5.792122673457927,0.95173,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,257,0.1,0.7419564839100001
3757,TTL37770227880008000,6.205406461453516,0.94829,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,62,0.1,0.74138314943
307,TTL37758686796002001_1,6.500222006378556,0.94583,1.0,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,448,0.3,0.74097314861
5737,TTL37836592732008006,6.752914083482013,0.94373,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,25,0.1,0.7406231479100001
6420,TTL37836592732008021,7.156848982995791,0.94036,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,167,0.1,0.7400614801200001
8497,TTL37819280136192000,7.1591467584235575,0.94034,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,213,0.1,0.74005814678
719,TTL37741373756012027_2,7.469467140404201,0.93775,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,319,0.2,0.73962647925
1154,TTL37836592744056000,8.238604735000372,0.93134,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,244,0.1,0.73855814378
2694,TTL37868332768003005,8.412213076436213,0.9299,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,638,0.4,0.7383181433000001
5187,TTL37770227864008001,8.544965078791902,0.92879,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,52,0.1,0.73813314293
5455,TTL37862562100010004,9.216901107625844,0.92319,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,428,0.3,0.7371998077300002
1390,TTL37845249736041011_3,9.453612383424742,0.92122,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,417,0.2,0.73687147374
5093,TTL37845248924016002,9.537174500611062,0.92052,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,29,0.1,0.73675480684
2153,TTL37799082000008000,10.253873833336549,0.91455,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,124,0.1,0.73575980485
3515,TTL37845249772019008_3,10.313348636244026,0.91406,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,356,0.2,0.7356781380199999
2059,TTR37810624240051001,0.4006519268620533,0.99666,1.0,1.0,ROADWORKS,0.6,FRC3,0.7,37,0.1,0.7327781322200001
2926,TTR37810624284059001,0.9807599462085732,0.99183,1.0,1.0,ROADWORKS,0.6,FRC3,0.7,126,0.1,0.73197313061
214,TTL37891416480018005_1,13.009262176789425,0.89159,1.0,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,448,0.3,0.7319331305300001
2806,TTL37790426080038000,1.450963869034708,0.98791,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,202,0.1,0.7313197959700001
5018,TTL37718290980003005_1,13.662114918806305,0.88615,1.0,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,555,0.4,0.73102646205
8713,TTL37911614284011000_2,13.776982720101138,0.88519,1.0,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,619,0.4,0.73086646173
5219,TTR37801967864010001,2.1868213033487383,0.98178,1.0,1.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.7302981272600001
1391,TTL37911614272019003_3,14.217152210241775,0.88152,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,394,0.2,0.7302547938399999
6107,TTL37778884448022000,2.6656084798485313,0.97779,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,170,0.1,0.7296331259300001
2435,TTR37822166048035002,2.734420782817989,0.97721,1.0,1.0,ROADWORKS,0.6,FRC3,0.7,24,0.1,0.7295364590700001
7963,TTR37833707584010001,2.8287472927672437,0.97643,1.0,1.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.7294064588100001
7217,TTL37827936732029000,3.0489005179951274,0.97459,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,152,0.1,0.72909979153
3791,TTR37810624420018001,3.2004382261950504,0.97333,1.0,1.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.7288897911100001
6365,TTL37784655236014000,3.2183511127353928,0.97318,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,152,0.1,0.7288647910600001
2170,TTL37790426388053000,3.3084368988746653,0.97243,1.0,1.0,NONLOS_DELAY,0.8,FRC5,0.5,105,0.1,0.7287397908100001
3537,TTR37773113740043001,3.363823944528816,0.97197,1.0,1.0,ROADWORKS,0.6,FRC3,0.7,212,0.1,0.7286631239900001
4947,TTL37784655552021001,3.7385346442256524,0.96885,1.0,1.0,NONLOS_DELAY,0.8,FRC5,0.5,61,0.1,0.72814312295
1562,TTL37804853548010002,4.19393663476324,0.96505,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,328,0.2,0.7275097883499999
7880,TTL37905843744020001,16.493145582922697,0.86256,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC4,0.6,694,0.5,0.72709478752
5590,TTL37833707788011000,4.564328174394621,0.96196,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,487,0.3,0.72699478732
1666,TTL37822165960009006,4.5951286069285535,0.96171,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,263,0.1,0.7269531205699999
661,TTL37833707748001005,4.605131855897598,0.96162,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,136,0.1,0.7269381205400001
7049,TTL37833707676009001_3,4.669254826033004,0.96109,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,270,0.1,0.7268497870300001
4029,TTL37842363952009008,4.709183816211313,0.96076,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,65,0.1,0.72679478692
4262,TTL37842363952009022,4.73183134270594,0.96057,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,106,0.1,0.72676312019
588,TTL37842363720009003,5.327502936381258,0.9556,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,211,0.1,0.7259347852
8291,TTL37790425836033007,5.785536885356378,0.95179,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,202,0.1,0.7252997839300002
5350,TTL37842363760017004_1,6.200438066407686,0.94833,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,209,0.1,0.7247231161100001
5916,TTW37770227880008000,6.205406461453516,0.94829,1.0,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.72471644943
4885,TTL37862561872002003,6.475999988160864,0.94603,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,311,0.2,0.7243397820099999
1942,TTL37799082100027004_3,6.52817156704292,0.9456,1.0,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,302,0.2,0.7242681152000001
3320,TTL37715404440075000_1,18.538024433736123,0.84552,1.0,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,472,0.3,0.72425478184
5938,TTL37752915664017015,6.636354473989408,0.9447,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,175,0.1,0.7241181149
3848,TTL37729832488488000,6.752892266438372,0.94373,1.0,0.5,NONLOS_DELAY,0.8,FRC0,1,76,0.1,0.72395644791
3225,TTW37836592732008006,6.752914083482013,0.94373,1.0,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.72395644791
1503,TTL37755801364003004,6.918711243732782,0.94234,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,512,0.3,0.72372478078
5437,TTW37819280136192000,7.1591467584235575,0.94034,1.0,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.72339144678
7404,TTL37750030344010012,7.741928580833068,0.93548,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,398,0.2,0.7225814451600001
7320,TTL37862561864009002,8.123907337956021,0.9323,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,138,0.1,0.7220514441000001
1725,TTW37755800652000001,8.283126263886006,0.93097,1.0,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.72182977699
7340,TTL37862561864009002_1,8.313963835713228,0.93072,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,106,0.1,0.7217881102400001
6219,TTL37874103660011002_3,8.402528246840586,0.92998,1.0,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,425,0.3,0.72166477666
3861,TTW37770227864008001,8.544965078791902,0.92879,1.0,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.72146644293
2269,TTL37868332868020018_3,8.617782816141688,0.92819,1.0,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,468,0.3,0.72136644273
